dataset,article,strategy,summac
allsides,allsides_white_house_r_5,oracle,0.2773
allsides,allsides_white_house_r_5,simple,0.2658
allsides,allsides_white_house_r_5,simple_fewshot,0.2647
allsides,allsides_white_house_r_5,simple_fewshot_mft,0.2705
allsides,allsides_white_house_r_5,vanilla,0.3011
basil,basil_0_fox,cot,0.303
basil,basil_0_fox,cot_fewshot,0.2313
basil,basil_0_fox,cot_fewshot_mft,0.2371
basil,basil_0_fox,oracle,0.2311
basil,basil_0_fox,simple,0.2389
basil,basil_0_fox,simple_fewshot,0.2283
basil,basil_0_fox,simple_fewshot_mft,0.2313
basil,basil_0_fox,vanilla,0.3428
basil,basil_0_hpo,cot,0.2637
basil,basil_0_hpo,cot_fewshot,0.2846
basil,basil_0_hpo,cot_fewshot_mft,0.2566
basil,basil_0_hpo,oracle,0.262
basil,basil_0_hpo,simple,0.2782
basil,basil_0_hpo,simple_fewshot,0.2531
basil,basil_0_hpo,simple_fewshot_mft,0.2645
basil,basil_0_hpo,vanilla,0.2556
basil,basil_0_nyt,cot,0.2397
basil,basil_0_nyt,cot_fewshot,0.248
basil,basil_0_nyt,cot_fewshot_mft,0.2348
basil,basil_0_nyt,oracle,0.2757
basil,basil_0_nyt,simple,0.2509
basil,basil_0_nyt,simple_fewshot,0.241
basil,basil_0_nyt,simple_fewshot_mft,0.248
basil,basil_0_nyt,vanilla,0.314
basil,basil_10_fox,cot,0.2769
basil,basil_10_fox,cot_fewshot,0.2714
basil,basil_10_fox,cot_fewshot_mft,0.2959
basil,basil_10_fox,oracle,0.2976
basil,basil_10_fox,simple,0.2785
basil,basil_10_fox,simple_fewshot,0.2569
basil,basil_10_fox,simple_fewshot_mft,0.2554
basil,basil_10_fox,vanilla,0.2766
basil,basil_10_hpo,cot,0.2334
basil,basil_10_hpo,cot_fewshot,0.2383
basil,basil_10_hpo,cot_fewshot_mft,0.2203
basil,basil_10_hpo,oracle,0.2457
basil,basil_10_hpo,simple,0.2344
basil,basil_10_hpo,simple_fewshot,0.2238
basil,basil_10_hpo,simple_fewshot_mft,0.2255
basil,basil_10_hpo,vanilla,0.2614
basil,basil_10_nyt,cot,0.2511
basil,basil_10_nyt,cot_fewshot,0.2359
basil,basil_10_nyt,cot_fewshot_mft,0.234
basil,basil_10_nyt,oracle,0.3502
basil,basil_10_nyt,simple,0.2306
basil,basil_10_nyt,simple_fewshot,0.2288
basil,basil_10_nyt,simple_fewshot_mft,0.2338
basil,basil_10_nyt,vanilla,0.2499
basil,basil_15_fox,cot,0.2326
basil,basil_15_fox,cot_fewshot,0.238
basil,basil_15_fox,cot_fewshot_mft,0.2472
basil,basil_15_fox,oracle,0.2956
basil,basil_15_fox,simple,0.242
basil,basil_15_fox,simple_fewshot,0.2367
basil,basil_15_fox,simple_fewshot_mft,0.267
basil,basil_15_fox,vanilla,0.2424
basil,basil_15_hpo,cot,0.3324
basil,basil_15_hpo,cot_fewshot,0.3134
basil,basil_15_hpo,cot_fewshot_mft,0.2175
basil,basil_15_hpo,oracle,0.3591
basil,basil_15_hpo,simple,0.3893
basil,basil_15_hpo,simple_fewshot,0.2376
basil,basil_15_hpo,simple_fewshot_mft,0.2161
basil,basil_15_hpo,vanilla,0.4352
basil,basil_15_nyt,cot,0.226
basil,basil_15_nyt,cot_fewshot,0.2266
basil,basil_15_nyt,cot_fewshot_mft,0.2246
basil,basil_15_nyt,oracle,0.2253
basil,basil_15_nyt,simple,0.2302
basil,basil_15_nyt,simple_fewshot,0.2203
basil,basil_15_nyt,simple_fewshot_mft,0.2262
basil,basil_15_nyt,vanilla,0.3743
basil,basil_17_fox,cot,0.359
basil,basil_17_fox,cot_fewshot,0.2364
basil,basil_17_fox,cot_fewshot_mft,0.2455
basil,basil_17_fox,oracle,0.2324
basil,basil_17_fox,simple,0.2231
basil,basil_17_fox,simple_fewshot,0.2232
basil,basil_17_fox,simple_fewshot_mft,0.241
basil,basil_17_fox,vanilla,0.2302
basil,basil_17_hpo,cot,0.2366
basil,basil_17_hpo,cot_fewshot,0.2399
basil,basil_17_hpo,cot_fewshot_mft,0.2496
basil,basil_17_hpo,oracle,0.2483
basil,basil_17_hpo,simple,0.2358
basil,basil_17_hpo,simple_fewshot,0.2298
basil,basil_17_hpo,simple_fewshot_mft,0.2294
basil,basil_17_hpo,vanilla,0.2273
basil,basil_17_nyt,cot,0.2366
basil,basil_17_nyt,cot_fewshot,0.2416
basil,basil_17_nyt,cot_fewshot_mft,0.24
basil,basil_17_nyt,oracle,0.2791
basil,basil_17_nyt,simple,0.2307
basil,basil_17_nyt,simple_fewshot,0.2287
basil,basil_17_nyt,simple_fewshot_mft,0.2426
basil,basil_17_nyt,vanilla,0.2348
basil,basil_18_fox,cot,0.2378
basil,basil_18_fox,cot_fewshot,0.2612
basil,basil_18_fox,cot_fewshot_mft,0.2824
basil,basil_18_fox,oracle,0.2439
basil,basil_18_fox,simple,0.2347
basil,basil_18_fox,simple_fewshot,0.2422
basil,basil_18_fox,simple_fewshot_mft,0.2533
basil,basil_18_fox,vanilla,0.2314
basil,basil_18_hpo,cot,0.2195
basil,basil_18_hpo,cot_fewshot,0.2213
basil,basil_18_hpo,cot_fewshot_mft,0.2182
basil,basil_18_hpo,oracle,0.2226
basil,basil_18_hpo,simple,0.2249
basil,basil_18_hpo,simple_fewshot,0.225
basil,basil_18_hpo,simple_fewshot_mft,0.222
basil,basil_18_hpo,vanilla,0.2217
basil,basil_18_nyt,cot,0.5307
basil,basil_18_nyt,cot_fewshot,0.2705
basil,basil_18_nyt,cot_fewshot_mft,0.2245
basil,basil_18_nyt,oracle,0.2932
basil,basil_18_nyt,simple,0.2283
basil,basil_18_nyt,simple_fewshot,0.385
basil,basil_18_nyt,simple_fewshot_mft,0.2313
basil,basil_18_nyt,vanilla,0.2766
basil,basil_19_fox,cot,0.2478
basil,basil_19_fox,cot_fewshot,0.2351
basil,basil_19_fox,cot_fewshot_mft,0.2433
basil,basil_19_fox,oracle,0.2742
basil,basil_19_fox,simple,0.2466
basil,basil_19_fox,simple_fewshot,0.2274
basil,basil_19_fox,simple_fewshot_mft,0.2444
basil,basil_19_fox,vanilla,0.2719
basil,basil_19_hpo,cot,0.2778
basil,basil_19_hpo,cot_fewshot,0.2341
basil,basil_19_hpo,cot_fewshot_mft,-1.0
basil,basil_19_hpo,oracle,0.3588
basil,basil_19_hpo,simple,0.2195
basil,basil_19_hpo,simple_fewshot,0.2227
basil,basil_19_hpo,simple_fewshot_mft,0.2237
basil,basil_19_hpo,vanilla,0.2258
basil,basil_19_nyt,cot,0.2159
basil,basil_19_nyt,cot_fewshot,0.2268
basil,basil_19_nyt,cot_fewshot_mft,0.23
basil,basil_19_nyt,oracle,0.2551
basil,basil_19_nyt,simple,0.2324
basil,basil_19_nyt,simple_fewshot,0.2198
basil,basil_19_nyt,simple_fewshot_mft,0.2257
basil,basil_19_nyt,vanilla,0.2273
basil,basil_20_fox,cot,0.2748
basil,basil_20_fox,cot_fewshot,0.2632
basil,basil_20_fox,cot_fewshot_mft,0.2667
basil,basil_20_fox,oracle,0.2777
basil,basil_20_fox,simple,0.2587
basil,basil_20_fox,simple_fewshot,0.2666
basil,basil_20_fox,simple_fewshot_mft,0.2764
basil,basil_20_fox,vanilla,0.2645
basil,basil_20_hpo,cot,0.2543
basil,basil_20_hpo,cot_fewshot,0.3071
basil,basil_20_hpo,cot_fewshot_mft,0.2517
basil,basil_20_hpo,oracle,0.2413
basil,basil_20_hpo,simple,0.278
basil,basil_20_hpo,simple_fewshot,0.242
basil,basil_20_hpo,simple_fewshot_mft,0.2477
basil,basil_20_hpo,vanilla,0.2551
basil,basil_20_nyt,cot,0.3786
basil,basil_20_nyt,cot_fewshot,0.2527
basil,basil_20_nyt,cot_fewshot_mft,0.2431
basil,basil_20_nyt,oracle,0.2466
basil,basil_20_nyt,simple,0.2503
basil,basil_20_nyt,simple_fewshot,0.2424
basil,basil_20_nyt,simple_fewshot_mft,0.2408
basil,basil_20_nyt,vanilla,0.276
basil,basil_22_fox,cot,0.2353
basil,basil_22_fox,cot_fewshot,0.2363
basil,basil_22_fox,cot_fewshot_mft,0.2296
basil,basil_22_fox,oracle,0.2717
basil,basil_22_fox,simple,0.2998
basil,basil_22_fox,simple_fewshot,0.2273
basil,basil_22_fox,simple_fewshot_mft,0.2293
basil,basil_22_fox,vanilla,0.2455
basil,basil_22_hpo,cot,0.2266
basil,basil_22_hpo,cot_fewshot,0.2343
basil,basil_22_hpo,cot_fewshot_mft,0.2256
basil,basil_22_hpo,oracle,0.2337
basil,basil_22_hpo,simple,0.227
basil,basil_22_hpo,simple_fewshot,0.2649
basil,basil_22_hpo,simple_fewshot_mft,0.2242
basil,basil_22_hpo,vanilla,0.2233
basil,basil_22_nyt,cot,0.2974
basil,basil_22_nyt,cot_fewshot,0.2251
basil,basil_22_nyt,cot_fewshot_mft,0.2331
basil,basil_22_nyt,oracle,0.2422
basil,basil_22_nyt,simple,0.2382
basil,basil_22_nyt,simple_fewshot,0.238
basil,basil_22_nyt,simple_fewshot_mft,0.294
basil,basil_22_nyt,vanilla,0.3042
basil,basil_25_fox,cot,0.2705
basil,basil_25_fox,cot_fewshot,0.2998
basil,basil_25_fox,cot_fewshot_mft,0.2785
basil,basil_25_fox,oracle,0.2677
basil,basil_25_fox,simple,0.2894
basil,basil_25_fox,simple_fewshot,0.2754
basil,basil_25_fox,simple_fewshot_mft,0.2761
basil,basil_25_fox,vanilla,0.3599
basil,basil_25_hpo,cot,0.2618
basil,basil_25_hpo,cot_fewshot,0.2771
basil,basil_25_hpo,cot_fewshot_mft,0.2471
basil,basil_25_hpo,oracle,0.2872
basil,basil_25_hpo,simple,0.2489
basil,basil_25_hpo,simple_fewshot,0.2705
basil,basil_25_hpo,simple_fewshot_mft,0.2646
basil,basil_25_hpo,vanilla,0.319
basil,basil_25_nyt,cot,0.434
basil,basil_25_nyt,cot_fewshot,0.247
basil,basil_25_nyt,cot_fewshot_mft,0.356
basil,basil_25_nyt,oracle,0.2516
basil,basil_25_nyt,simple,0.2652
basil,basil_25_nyt,simple_fewshot,0.2498
basil,basil_25_nyt,simple_fewshot_mft,0.2696
basil,basil_25_nyt,vanilla,0.2729
basil,basil_27_fox,cot,0.2295
basil,basil_27_fox,cot_fewshot,0.2322
basil,basil_27_fox,cot_fewshot_mft,0.2379
basil,basil_27_fox,oracle,0.2288
basil,basil_27_fox,simple,0.2264
basil,basil_27_fox,simple_fewshot,0.2277
basil,basil_27_fox,simple_fewshot_mft,0.232
basil,basil_27_fox,vanilla,0.4324
basil,basil_27_hpo,cot,0.2188
basil,basil_27_hpo,cot_fewshot,0.2206
basil,basil_27_hpo,cot_fewshot_mft,0.2309
basil,basil_27_hpo,oracle,0.3136
basil,basil_27_hpo,simple,0.2241
basil,basil_27_hpo,simple_fewshot,0.2842
basil,basil_27_hpo,simple_fewshot_mft,0.2291
basil,basil_27_hpo,vanilla,0.3386
basil,basil_27_nyt,cot,0.2875
basil,basil_27_nyt,cot_fewshot,0.3993
basil,basil_27_nyt,cot_fewshot_mft,0.22
basil,basil_27_nyt,oracle,0.4536
basil,basil_27_nyt,simple,0.2154
basil,basil_27_nyt,simple_fewshot,0.2159
basil,basil_27_nyt,simple_fewshot_mft,0.2138
basil,basil_27_nyt,vanilla,0.2191
basil,basil_28_fox,cot,0.3451
basil,basil_28_fox,cot_fewshot,0.2849
basil,basil_28_fox,cot_fewshot_mft,0.2765
basil,basil_28_fox,oracle,0.286
basil,basil_28_fox,simple,0.2951
basil,basil_28_fox,simple_fewshot,0.2934
basil,basil_28_fox,simple_fewshot_mft,0.2882
basil,basil_28_fox,vanilla,0.3175
basil,basil_28_hpo,cot,0.3354
basil,basil_28_hpo,cot_fewshot,0.2998
basil,basil_28_hpo,cot_fewshot_mft,0.3166
basil,basil_28_hpo,oracle,0.3186
basil,basil_28_hpo,simple,0.3126
basil,basil_28_hpo,simple_fewshot,0.3184
basil,basil_28_hpo,simple_fewshot_mft,0.2956
basil,basil_28_hpo,vanilla,0.3204
basil,basil_28_nyt,cot,0.2733
basil,basil_28_nyt,cot_fewshot,0.2821
basil,basil_28_nyt,cot_fewshot_mft,0.3236
basil,basil_28_nyt,oracle,0.2565
basil,basil_28_nyt,simple,0.2757
basil,basil_28_nyt,simple_fewshot,0.2622
basil,basil_28_nyt,simple_fewshot_mft,0.2621
basil,basil_28_nyt,vanilla,0.2774
basil,basil_30_fox,cot,0.2581
basil,basil_30_fox,cot_fewshot,0.2412
basil,basil_30_fox,cot_fewshot_mft,0.2495
basil,basil_30_fox,oracle,0.318
basil,basil_30_fox,simple,0.2558
basil,basil_30_fox,simple_fewshot,0.263
basil,basil_30_fox,simple_fewshot_mft,0.267
basil,basil_30_fox,vanilla,0.2599
basil,basil_30_hpo,cot,0.3039
basil,basil_30_hpo,cot_fewshot,0.2856
basil,basil_30_hpo,cot_fewshot_mft,0.2816
basil,basil_30_hpo,oracle,0.2835
basil,basil_30_hpo,simple,0.3032
basil,basil_30_hpo,simple_fewshot,0.283
basil,basil_30_hpo,simple_fewshot_mft,0.2846
basil,basil_30_hpo,vanilla,0.3437
basil,basil_30_nyt,cot,0.2591
basil,basil_30_nyt,cot_fewshot,0.2452
basil,basil_30_nyt,cot_fewshot_mft,0.2739
basil,basil_30_nyt,oracle,0.2536
basil,basil_30_nyt,simple,0.2529
basil,basil_30_nyt,simple_fewshot,0.2551
basil,basil_30_nyt,simple_fewshot_mft,0.286
basil,basil_30_nyt,vanilla,0.2633
basil,basil_34_fox,cot,0.2234
basil,basil_34_fox,cot_fewshot,0.2323
basil,basil_34_fox,cot_fewshot_mft,0.2246
basil,basil_34_fox,oracle,0.2315
basil,basil_34_fox,simple,0.2282
basil,basil_34_fox,simple_fewshot,0.2229
basil,basil_34_fox,simple_fewshot_mft,0.2355
basil,basil_34_fox,vanilla,0.4233
basil,basil_34_hpo,cot,0.2758
basil,basil_34_hpo,cot_fewshot,0.2547
basil,basil_34_hpo,cot_fewshot_mft,0.251
basil,basil_34_hpo,oracle,0.3417
basil,basil_34_hpo,simple,0.2483
basil,basil_34_hpo,simple_fewshot,0.3731
basil,basil_34_hpo,simple_fewshot_mft,0.2427
basil,basil_34_hpo,vanilla,0.2521
basil,basil_34_nyt,cot,0.2556
basil,basil_34_nyt,cot_fewshot,0.2469
basil,basil_34_nyt,cot_fewshot_mft,0.2472
basil,basil_34_nyt,oracle,0.2829
basil,basil_34_nyt,simple,0.2948
basil,basil_34_nyt,simple_fewshot,0.2698
basil,basil_34_nyt,simple_fewshot_mft,0.2843
basil,basil_34_nyt,vanilla,0.2379
basil,basil_35_fox,cot,0.363
basil,basil_35_fox,cot_fewshot,0.2351
basil,basil_35_fox,cot_fewshot_mft,0.3642
basil,basil_35_fox,oracle,0.3357
basil,basil_35_fox,simple,0.269
basil,basil_35_fox,simple_fewshot,0.238
basil,basil_35_fox,simple_fewshot_mft,0.2442
basil,basil_35_fox,vanilla,0.4362
basil,basil_35_hpo,cot,0.2687
basil,basil_35_hpo,cot_fewshot,-1.0
basil,basil_35_hpo,cot_fewshot_mft,-1.0
basil,basil_35_hpo,oracle,0.2529
basil,basil_35_hpo,simple,0.254
basil,basil_35_hpo,simple_fewshot,-1.0
basil,basil_35_hpo,simple_fewshot_mft,-1.0
basil,basil_35_hpo,vanilla,0.2538
basil,basil_35_nyt,cot,0.392
basil,basil_35_nyt,cot_fewshot,0.3451
basil,basil_35_nyt,cot_fewshot_mft,0.2666
basil,basil_35_nyt,oracle,0.2661
basil,basil_35_nyt,simple,0.2809
basil,basil_35_nyt,simple_fewshot,0.3026
basil,basil_35_nyt,simple_fewshot_mft,0.2756
basil,basil_35_nyt,vanilla,0.2742
basil,basil_38_fox,cot,0.2532
basil,basil_38_fox,cot_fewshot,0.2444
basil,basil_38_fox,cot_fewshot_mft,0.2452
basil,basil_38_fox,oracle,0.2298
basil,basil_38_fox,simple,0.225
basil,basil_38_fox,simple_fewshot,0.2732
basil,basil_38_fox,simple_fewshot_mft,0.2735
basil,basil_38_fox,vanilla,0.2215
basil,basil_38_hpo,cot,0.2734
basil,basil_38_hpo,cot_fewshot,0.2446
basil,basil_38_hpo,cot_fewshot_mft,0.2594
basil,basil_38_hpo,oracle,0.2679
basil,basil_38_hpo,simple,0.2528
basil,basil_38_hpo,simple_fewshot,0.2297
basil,basil_38_hpo,simple_fewshot_mft,0.2437
basil,basil_38_hpo,vanilla,0.255
basil,basil_38_nyt,cot,0.3281
basil,basil_38_nyt,cot_fewshot,0.3189
basil,basil_38_nyt,cot_fewshot_mft,0.3174
basil,basil_38_nyt,oracle,0.2808
basil,basil_38_nyt,simple,0.2522
basil,basil_38_nyt,simple_fewshot,0.3332
basil,basil_38_nyt,simple_fewshot_mft,0.2569
basil,basil_38_nyt,vanilla,0.2662
basil,basil_39_fox,cot,0.3335
basil,basil_39_fox,cot_fewshot,0.26
basil,basil_39_fox,cot_fewshot_mft,0.2638
basil,basil_39_fox,oracle,0.3097
basil,basil_39_fox,simple,0.2186
basil,basil_39_fox,simple_fewshot,0.2203
basil,basil_39_fox,simple_fewshot_mft,0.2159
basil,basil_39_fox,vanilla,0.2486
basil,basil_39_hpo,cot,0.2245
basil,basil_39_hpo,cot_fewshot,0.2267
basil,basil_39_hpo,cot_fewshot_mft,0.2189
basil,basil_39_hpo,oracle,0.2304
basil,basil_39_hpo,simple,0.2183
basil,basil_39_hpo,simple_fewshot,0.2219
basil,basil_39_hpo,simple_fewshot_mft,0.221
basil,basil_39_hpo,vanilla,0.2209
basil,basil_39_nyt,cot,0.4091
basil,basil_39_nyt,cot_fewshot,0.4719
basil,basil_39_nyt,cot_fewshot_mft,0.2391
basil,basil_39_nyt,oracle,0.3527
basil,basil_39_nyt,simple,0.3565
basil,basil_39_nyt,simple_fewshot,0.2906
basil,basil_39_nyt,simple_fewshot_mft,0.2274
basil,basil_39_nyt,vanilla,0.313
basil,basil_3_fox,cot,0.2334
basil,basil_3_fox,cot_fewshot,0.2275
basil,basil_3_fox,cot_fewshot_mft,0.2356
basil,basil_3_fox,oracle,0.2405
basil,basil_3_fox,simple,0.238
basil,basil_3_fox,simple_fewshot,0.231
basil,basil_3_fox,simple_fewshot_mft,0.2361
basil,basil_3_fox,vanilla,0.2575
basil,basil_3_hpo,cot,0.2699
basil,basil_3_hpo,cot_fewshot,0.3464
basil,basil_3_hpo,cot_fewshot_mft,0.2883
basil,basil_3_hpo,oracle,0.333
basil,basil_3_hpo,simple,0.3069
basil,basil_3_hpo,simple_fewshot,0.2545
basil,basil_3_hpo,simple_fewshot_mft,0.324
basil,basil_3_hpo,vanilla,0.335
basil,basil_3_nyt,cot,0.2577
basil,basil_3_nyt,cot_fewshot,0.2379
basil,basil_3_nyt,cot_fewshot_mft,0.2278
basil,basil_3_nyt,oracle,0.4106
basil,basil_3_nyt,simple,0.2743
basil,basil_3_nyt,simple_fewshot,0.2502
basil,basil_3_nyt,simple_fewshot_mft,0.236
basil,basil_3_nyt,vanilla,0.2882
basil,basil_42_fox,cot,0.2796
basil,basil_42_fox,cot_fewshot,0.2925
basil,basil_42_fox,cot_fewshot_mft,0.3539
basil,basil_42_fox,oracle,0.3146
basil,basil_42_fox,simple,0.2447
basil,basil_42_fox,simple_fewshot,0.2576
basil,basil_42_fox,simple_fewshot_mft,0.2615
basil,basil_42_fox,vanilla,0.2437
basil,basil_42_hpo,cot,0.2241
basil,basil_42_hpo,cot_fewshot,0.2623
basil,basil_42_hpo,cot_fewshot_mft,0.2418
basil,basil_42_hpo,oracle,0.2227
basil,basil_42_hpo,simple,0.2197
basil,basil_42_hpo,simple_fewshot,0.2244
basil,basil_42_hpo,simple_fewshot_mft,0.226
basil,basil_42_hpo,vanilla,0.2249
basil,basil_42_nyt,cot,0.2637
basil,basil_42_nyt,cot_fewshot,0.248
basil,basil_42_nyt,cot_fewshot_mft,0.2375
basil,basil_42_nyt,oracle,0.3183
basil,basil_42_nyt,simple,0.3491
basil,basil_42_nyt,simple_fewshot,0.2325
basil,basil_42_nyt,simple_fewshot_mft,0.2861
basil,basil_42_nyt,vanilla,0.2398
basil,basil_43_fox,cot,0.2403
basil,basil_43_fox,cot_fewshot,-1.0
basil,basil_43_fox,cot_fewshot_mft,-1.0
basil,basil_43_fox,oracle,0.2411
basil,basil_43_fox,simple,0.2222
basil,basil_43_fox,simple_fewshot,-1.0
basil,basil_43_fox,simple_fewshot_mft,-1.0
basil,basil_43_fox,vanilla,0.2285
basil,basil_43_hpo,cot,0.2238
basil,basil_43_hpo,cot_fewshot,-1.0
basil,basil_43_hpo,cot_fewshot_mft,-1.0
basil,basil_43_hpo,oracle,0.2253
basil,basil_43_hpo,simple,0.2263
basil,basil_43_hpo,simple_fewshot,0.2186
basil,basil_43_hpo,simple_fewshot_mft,-1.0
basil,basil_43_hpo,vanilla,0.3369
basil,basil_43_nyt,cot,0.3912
basil,basil_43_nyt,cot_fewshot,0.2833
basil,basil_43_nyt,cot_fewshot_mft,0.2883
basil,basil_43_nyt,oracle,0.2837
basil,basil_43_nyt,simple,0.2193
basil,basil_43_nyt,simple_fewshot,0.2179
basil,basil_43_nyt,simple_fewshot_mft,0.2187
basil,basil_43_nyt,vanilla,0.5044
basil,basil_44_fox,cot,0.2726
basil,basil_44_fox,cot_fewshot,0.2716
basil,basil_44_fox,cot_fewshot_mft,0.2302
basil,basil_44_fox,oracle,0.2499
basil,basil_44_fox,simple,0.2796
basil,basil_44_fox,simple_fewshot,0.2348
basil,basil_44_fox,simple_fewshot_mft,0.2305
basil,basil_44_fox,vanilla,0.2259
basil,basil_44_hpo,cot,0.3363
basil,basil_44_hpo,cot_fewshot,-1.0
basil,basil_44_hpo,cot_fewshot_mft,-1.0
basil,basil_44_hpo,oracle,0.3928
basil,basil_44_hpo,simple,0.3592
basil,basil_44_hpo,simple_fewshot,-1.0
basil,basil_44_hpo,simple_fewshot_mft,-1.0
basil,basil_44_hpo,vanilla,0.2261
basil,basil_44_nyt,cot,0.2461
basil,basil_44_nyt,cot_fewshot,0.2592
basil,basil_44_nyt,cot_fewshot_mft,0.2587
basil,basil_44_nyt,oracle,0.2471
basil,basil_44_nyt,simple,0.242
basil,basil_44_nyt,simple_fewshot,0.2432
basil,basil_44_nyt,simple_fewshot_mft,0.2396
basil,basil_44_nyt,vanilla,0.3597
basil,basil_48_fox,cot,0.226
basil,basil_48_fox,cot_fewshot,0.2243
basil,basil_48_fox,cot_fewshot_mft,0.2297
basil,basil_48_fox,oracle,0.2809
basil,basil_48_fox,simple,0.2178
basil,basil_48_fox,simple_fewshot,0.2198
basil,basil_48_fox,simple_fewshot_mft,0.2205
basil,basil_48_fox,vanilla,0.2219
basil,basil_48_hpo,cot,0.2384
basil,basil_48_hpo,cot_fewshot,0.2477
basil,basil_48_hpo,cot_fewshot_mft,0.2347
basil,basil_48_hpo,oracle,0.2415
basil,basil_48_hpo,simple,0.2367
basil,basil_48_hpo,simple_fewshot,0.314
basil,basil_48_hpo,simple_fewshot_mft,0.2331
basil,basil_48_hpo,vanilla,0.2417
basil,basil_48_nyt,cot,0.3674
basil,basil_48_nyt,cot_fewshot,0.2499
basil,basil_48_nyt,cot_fewshot_mft,0.3473
basil,basil_48_nyt,oracle,0.2395
basil,basil_48_nyt,simple,0.2557
basil,basil_48_nyt,simple_fewshot,0.3132
basil,basil_48_nyt,simple_fewshot_mft,0.2914
basil,basil_48_nyt,vanilla,0.2444
basil,basil_49_fox,cot,0.2498
basil,basil_49_fox,cot_fewshot,0.2573
basil,basil_49_fox,cot_fewshot_mft,0.2574
basil,basil_49_fox,oracle,0.2591
basil,basil_49_fox,simple,0.2586
basil,basil_49_fox,simple_fewshot,0.3651
basil,basil_49_fox,simple_fewshot_mft,0.2621
basil,basil_49_fox,vanilla,0.2695
basil,basil_49_hpo,cot,0.2565
basil,basil_49_hpo,cot_fewshot,0.2522
basil,basil_49_hpo,cot_fewshot_mft,0.2595
basil,basil_49_hpo,oracle,0.2589
basil,basil_49_hpo,simple,0.2505
basil,basil_49_hpo,simple_fewshot,0.2523
basil,basil_49_hpo,simple_fewshot_mft,0.2592
basil,basil_49_hpo,vanilla,0.261
basil,basil_49_nyt,cot,0.3653
basil,basil_49_nyt,cot_fewshot,0.2511
basil,basil_49_nyt,cot_fewshot_mft,0.2513
basil,basil_49_nyt,oracle,0.2844
basil,basil_49_nyt,simple,0.2533
basil,basil_49_nyt,simple_fewshot,0.239
basil,basil_49_nyt,simple_fewshot_mft,0.243
basil,basil_49_nyt,vanilla,0.2558
basil,basil_4_fox,cot,0.2687
basil,basil_4_fox,cot_fewshot,0.2316
basil,basil_4_fox,cot_fewshot_mft,0.2325
basil,basil_4_fox,oracle,0.2288
basil,basil_4_fox,simple,0.2306
basil,basil_4_fox,simple_fewshot,0.2339
basil,basil_4_fox,simple_fewshot_mft,0.2277
basil,basil_4_fox,vanilla,0.2861
basil,basil_4_hpo,cot,0.3786
basil,basil_4_hpo,cot_fewshot,0.2984
basil,basil_4_hpo,cot_fewshot_mft,0.3584
basil,basil_4_hpo,oracle,0.2294
basil,basil_4_hpo,simple,0.2298
basil,basil_4_hpo,simple_fewshot,0.2352
basil,basil_4_hpo,simple_fewshot_mft,0.2312
basil,basil_4_hpo,vanilla,0.2355
basil,basil_4_nyt,cot,0.2354
basil,basil_4_nyt,cot_fewshot,0.249
basil,basil_4_nyt,cot_fewshot_mft,0.3696
basil,basil_4_nyt,oracle,0.2314
basil,basil_4_nyt,simple,0.2862
basil,basil_4_nyt,simple_fewshot,0.3068
basil,basil_4_nyt,simple_fewshot_mft,0.3112
basil,basil_4_nyt,vanilla,0.3835
basil,basil_50_fox,cot,0.2613
basil,basil_50_fox,cot_fewshot,-1.0
basil,basil_50_fox,cot_fewshot_mft,0.3876
basil,basil_50_fox,oracle,0.2448
basil,basil_50_fox,simple,0.3059
basil,basil_50_fox,simple_fewshot,0.2542
basil,basil_50_fox,simple_fewshot_mft,0.275
basil,basil_50_fox,vanilla,0.243
basil,basil_50_hpo,cot,0.2247
basil,basil_50_hpo,cot_fewshot,-1.0
basil,basil_50_hpo,cot_fewshot_mft,0.2715
basil,basil_50_hpo,oracle,0.2225
basil,basil_50_hpo,simple,0.2264
basil,basil_50_hpo,simple_fewshot,0.2387
basil,basil_50_hpo,simple_fewshot_mft,0.232
basil,basil_50_hpo,vanilla,0.2245
basil,basil_50_nyt,cot,0.2704
basil,basil_50_nyt,cot_fewshot,0.2556
basil,basil_50_nyt,cot_fewshot_mft,0.2498
basil,basil_50_nyt,oracle,0.2675
basil,basil_50_nyt,simple,0.2506
basil,basil_50_nyt,simple_fewshot,0.2823
basil,basil_50_nyt,simple_fewshot_mft,0.2448
basil,basil_50_nyt,vanilla,0.3293
basil,basil_52_fox,cot,0.2496
basil,basil_52_fox,cot_fewshot,0.2459
basil,basil_52_fox,cot_fewshot_mft,0.2564
basil,basil_52_fox,oracle,0.2887
basil,basil_52_fox,simple,0.3582
basil,basil_52_fox,simple_fewshot,0.2466
basil,basil_52_fox,simple_fewshot_mft,0.2488
basil,basil_52_fox,vanilla,0.3686
basil,basil_52_hpo,cot,0.35
basil,basil_52_hpo,cot_fewshot,0.2411
basil,basil_52_hpo,cot_fewshot_mft,0.348
basil,basil_52_hpo,oracle,0.3999
basil,basil_52_hpo,simple,0.2464
basil,basil_52_hpo,simple_fewshot,0.2393
basil,basil_52_hpo,simple_fewshot_mft,0.2467
basil,basil_52_hpo,vanilla,0.2519
basil,basil_52_nyt,cot,0.2566
basil,basil_52_nyt,cot_fewshot,0.2333
basil,basil_52_nyt,cot_fewshot_mft,0.2534
basil,basil_52_nyt,oracle,0.2396
basil,basil_52_nyt,simple,0.2606
